Ensembl Gene ID,Gene Start (bp),Gene End (bp),Chromosome Name,Strand,Associated Gene Name
ENSMUSG00000102608,180508778,180519727,1,-1,RP23-453G13.2
ENSMUSG00000082064,154703809,154704699,2,1,Rpl5-ps2
ENSMUSG00000083975,154713502,154713722,2,-1,Gm14215
ENSMUSG00000087505,160488549,160499870,X,-1,Gm15241
ENSMUSG00000084105,132244946,132245266,4,-1,Gm13252
ENSMUSG00000085691,154722352,154738451,2,-1,Gm14216
ENSMUSG00000028901,132221025,132261602,4,-1,Gmeb1
ENSMUSG00000040102,147091379,147112778,6,1,Klhl42
ENSMUSG00000087124,116301300,116303514,5,1,Gm13839
ENSMUSG00000080760,147173481,147175116,6,1,Gm7571
ENSMUSG00000084921,116305682,116309360,5,-1,Gm13838
ENSMUSG00000085815,52739071,52739455,2,-1,Gm13548
ENSMUSG00000086715,116312360,116318281,5,1,B230112J18Rik
ENSMUSG00000094602,23577185,23578099,7,1,Vmn1r169
ENSMUSG00000040061,118707517,118728438,2,-1,Plcb2
ENSMUSG00000055371,52691664,52742281,2,-1,Stam2
ENSMUSG00000024792,6080762,6084944,19,-1,Zfpl1
ENSMUSG00000081788,63542479,63544549,7,1,Gm5898
ENSMUSG00000093751,63606019,63606650,7,1,Gm3307
ENSMUSG00000033510,63444751,63759028,7,1,Otud7a
ENSMUSG00000083486,12179718,12180067,X,-1,Gm14521
ENSMUSG00000091082,32005977,32010863,5,-1,Gm17130
ENSMUSG00000101992,53638130,53638825,Y,-1,Gm29249
ENSMUSG00000036615,54803115,54807791,3,-1,Rfxap
ENSMUSG00000026239,86542994,86582629,1,-1,Pde6d
ENSMUSG00000054302,54670340,54695897,12,-1,Eapp
ENSMUSG00000044034,120608477,120609093,11,1,Npb
ENSMUSG00000087083,114004789,114052108,6,1,Gm15083
ENSMUSG00000084986,135143421,135144285,4,-1,Gm16224
ENSMUSG00000098640,154769255,154770030,2,-1,Gm14214
ENSMUSG00000017718,117825924,117839908,11,1,Afmid
ENSMUSG00000064284,85806972,85811697,15,-1,Cdpf1
ENSMUSG00000103644,190403645,190417145,1,1,RP24-240P15.1
ENSMUSG00000103510,190419333,190444855,1,-1,RP24-240P15.2
ENSMUSG00000037242,135213969,135272814,4,-1,Clic4
ENSMUSG00000050619,121158273,121171125,2,-1,Zscan29
ENSMUSG00000103963,190594326,190604548,1,1,RP24-511E9.1
ENSMUSG00000087053,113937739,113940206,6,1,Gm15082
ENSMUSG00000101452,98301650,98302226,9,1,Gm28530
ENSMUSG00000052234,87864000,87875536,11,-1,Epx
ENSMUSG00000032456,98287435,98420438,9,1,Nmnat3
ENSMUSG00000025658,157821436,158043294,X,-1,Cnksr2
ENSMUSG00000027330,131186949,131198497,2,1,Cdc25b
ENSMUSG00000006800,166073089,166155663,2,-1,Sulf2
ENSMUSG00000087365,53055046,53057190,X,-1,C430049B03Rik
ENSMUSG00000030302,113745669,114042613,6,-1,Atp2b2
ENSMUSG00000028343,48193323,48279558,4,-1,Erp44
ENSMUSG00000052139,31697684,32084962,5,1,Bre
ENSMUSG00000050079,94601955,94660275,8,1,Rspry1
ENSMUSG00000027438,148693985,148732467,2,-1,Napb
ENSMUSG00000103837,88826604,88826813,9,-1,RP23-229N10.3
ENSMUSG00000035638,32777419,32797435,16,-1,Muc20
ENSMUSG00000101698,88827522,88828425,9,1,Gm29562
ENSMUSG00000027811,79629079,79632820,3,1,4930579G24Rik
ENSMUSG00000037885,129800517,129832287,2,1,Stk35
ENSMUSG00000027809,79603788,79629500,3,-1,Etfdh
ENSMUSG00000073538,153404827,153414233,1,-1,E330020D12Rik
ENSMUSG00000022237,31291479,31367759,15,-1,Ankrd33b
ENSMUSG00000027654,158768093,158786637,2,1,Fam83d
ENSMUSG00000026803,29060262,29087656,2,1,Ttf1
ENSMUSG00000063885,48198716,48228413,14,1,Gm6498
ENSMUSG00000098139,102460198,102461142,10,1,Gm26988
ENSMUSG00000102927,86580058,86581232,1,1,RP23-11K8.3
ENSMUSG00000086945,116390678,116392800,5,-1,4930562A09Rik
ENSMUSG00000037822,65446844,65537184,5,-1,Smim14
ENSMUSG00000020718,106768253,106779537,11,-1,Polg2
ENSMUSG00000022245,63138170,63148961,9,-1,Skor1
ENSMUSG00000028011,81957090,81976202,3,-1,Tdo2
ENSMUSG00000025272,150645304,150657583,X,-1,Tro
ENSMUSG00000082418,144545506,144548568,4,-1,Gm13126
ENSMUSG00000102514,82577577,82578075,3,1,RP23-469J3.3
ENSMUSG00000102629,82660375,82664900,3,-1,RP23-469J3.4
ENSMUSG00000099421,54645811,54646280,4,-1,Gm29067
ENSMUSG00000056305,72318678,72345184,6,-1,Usp39
ENSMUSG00000004891,87971078,87980451,3,1,Nes
ENSMUSG00000024050,32354055,32389401,17,-1,Wiz
ENSMUSG00000027655,158794807,158858214,2,1,Dhx35
ENSMUSG00000023791,32084418,32099738,16,-1,Pigx
ENSMUSG00000097970,23291537,23291935,1,1,Gm27028
ENSMUSG00000007415,3632932,3647934,5,-1,Gatad1
ENSMUSG00000026754,39016261,39065541,2,-1,Golga1
ENSMUSG00000098149,41608668,41609669,8,-1,Gm2193
ENSMUSG00000032343,80313330,80465481,9,-1,Impg1
ENSMUSG00000079469,73007419,73040378,9,-1,Pigb
ENSMUSG00000078680,60578260,60582199,4,-1,Mup10
ENSMUSG00000027692,28263214,28675858,3,1,Tnik
ENSMUSG00000040952,24884371,24889806,7,1,Rps19
ENSMUSG00000086371,54646542,54689451,4,1,Gm12478
ENSMUSG00000093559,99384607,99388499,6,-1,Gm20705
ENSMUSG00000083868,54669622,54670192,4,-1,Gm12477
ENSMUSG00000085413,95114017,95117631,6,-1,Kbtbd8os
ENSMUSG00000087077,54651903,54656077,4,1,Gm12480
ENSMUSG00000097996,93137004,93137990,6,-1,Gm5313
ENSMUSG00000014550,92186712,92214925,6,-1,Zfyve20
ENSMUSG00000068073,89063412,89064002,16,-1,1110025L11Rik
ENSMUSG00000054488,117559697,117572329,6,1,Gm9946
ENSMUSG00000056564,58597392,58598393,11,1,Olfr324
ENSMUSG00000102152,108469346,108470360,9,1,RP23-250G8.12
ENSMUSG00000064201,101810689,101818169,15,-1,Krt2
ENSMUSG00000027329,131170261,131187282,2,-1,Spef1
ENSMUSG00000073245,35404183,35427093,X,1,Gm14819
ENSMUSG00000043909,121193281,121271407,2,-1,Trp53bp1
ENSMUSG00000078506,144555000,144565134,4,-1,Gm13124
ENSMUSG00000081219,122466935,122467526,2,-1,Bambi-ps1
ENSMUSG00000070610,144587244,144588632,4,1,Gm13127
ENSMUSG00000051674,73481002,73560794,5,1,Dcun1d4
ENSMUSG00000007656,75037614,75060313,9,1,Arpp19
ENSMUSG00000070609,144613707,144623398,4,1,Gm13177
ENSMUSG00000078505,144669937,144686368,4,-1,Gm436
ENSMUSG00000083042,33641625,33641783,13,1,Gm11388
ENSMUSG00000041735,144703191,144721404,4,-1,Gm13178
ENSMUSG00000020386,51763687,51791925,11,1,Sar1b
ENSMUSG00000100625,5855508,5858092,13,-1,1700016G22Rik
ENSMUSG00000030507,49631499,49636849,7,-1,Dbx1
ENSMUSG00000092300,116216003,116220287,11,1,Cdk3-ps
ENSMUSG00000035949,34804514,34826311,2,-1,Fbxw2
ENSMUSG00000021335,23867750,23895730,13,1,Slc17a1
ENSMUSG00000078504,144777204,144786583,4,-1,Gm438
ENSMUSG00000079071,122484941,122528040,2,1,Gm14085
ENSMUSG00000087270,135290366,135290675,4,-1,Gm12983
ENSMUSG00000044170,49513640,49514596,11,1,Olfr1384
ENSMUSG00000021904,31217860,31230350,14,1,Sema3g
ENSMUSG00000090292,4141216,4141750,14,-1,Gm17152
ENSMUSG00000046282,40793273,40797303,8,1,Adam20
ENSMUSG00000074259,59680144,59718874,9,1,Gramd2
ENSMUSG00000024270,24579881,24603817,18,-1,Slc39a6
ENSMUSG00000102370,79610538,79611826,3,-1,RP24-96D10.4
ENSMUSG00000099432,46056310,46058986,1,1,Gm18849
ENSMUSG00000081161,34176758,34180004,7,1,Gm12783
ENSMUSG00000032113,36708482,36727065,9,-1,Chek1
ENSMUSG00000038764,57190841,57301837,4,-1,Ptpn3
ENSMUSG00000053684,121739937,121752878,10,1,BC048403
ENSMUSG00000046699,64264885,64276996,X,-1,Slitrk4
ENSMUSG00000028082,85971109,86130526,3,1,Sh3d19
ENSMUSG00000060212,125751508,125898317,8,-1,Pcnxl2
ENSMUSG00000085560,96947578,96951886,7,-1,C230038L03Rik
ENSMUSG00000029419,25575416,25581757,2,-1,Gm996
ENSMUSG00000037145,58608204,58616075,11,-1,2210407C18Rik
ENSMUSG00000022215,55575617,55576952,14,1,Fitm1
ENSMUSG00000086341,55567219,55575991,14,-1,Gm15932
ENSMUSG00000018995,96951505,97064761,7,1,Nars2
ENSMUSG00000100580,83659550,83911644,1,-1,4933436I20Rik
ENSMUSG00000043880,58625073,58626044,11,-1,Olfr323
ENSMUSG00000069862,123206623,123207021,8,1,Rps12-ps9
ENSMUSG00000093682,122374037,122376444,8,1,Gm20681
ENSMUSG00000100143,121780968,121782337,10,1,C030027H14Rik
ENSMUSG00000024799,6062821,6068373,19,-1,Tm7sf2
ENSMUSG00000000740,123102350,123105244,8,1,Rpl13
ENSMUSG00000020121,121780991,122047315,10,-1,Srgap1
ENSMUSG00000022214,55560006,55570065,14,1,Dcaf11
ENSMUSG00000037124,58640465,58652404,11,1,Trim58
ENSMUSG00000098097,120604109,120886733,3,-1,6530403H02Rik
ENSMUSG00000082370,70426553,70426973,11,1,Gm12313
ENSMUSG00000103015,84012992,84017056,17,-1,RP23-127L4.1
ENSMUSG00000080814,70429017,70429554,11,-1,Gm12314
ENSMUSG00000063549,58665561,58666544,11,1,Olfr322
ENSMUSG00000050089,7067519,7078609,X,1,Akap4
ENSMUSG00000091382,57389580,57390666,6,-1,Vmn1r18
ENSMUSG00000100688,58683875,58684795,11,1,Olfr320
ENSMUSG00000045817,84183931,84187947,17,-1,Zfp36l2
ENSMUSG00000103904,121947050,121947847,8,-1,RP23-428C21.4
ENSMUSG00000081367,10898671,10899091,2,-1,Gm13265
ENSMUSG00000093458,77391702,77392381,15,-1,Gm20688
ENSMUSG00000056306,54897068,54915887,3,-1,Sertm1
ENSMUSG00000083330,15531657,15532111,4,-1,Gm11859
ENSMUSG00000089742,120095060,120097736,8,1,Gm15898
ENSMUSG00000082269,64750401,64751258,X,-1,Gm14676
ENSMUSG00000074037,123407107,123410744,8,1,Mc1r
ENSMUSG00000010601,77388221,77399110,15,-1,Apol7a
ENSMUSG00000039079,122356967,122360746,8,-1,Trhr2
ENSMUSG00000084177,49327377,49328151,2,-1,Gm13508
ENSMUSG00000085256,109976738,109977813,4,-1,Dmrta2os
ENSMUSG00000094001,21133211,21134128,7,-1,Vmn1r122
ENSMUSG00000043687,120608602,120647632,8,-1,1190005I06Rik
ENSMUSG00000073656,66322276,66328796,1,-1,Gm10558
ENSMUSG00000067186,38130249,38131190,17,-1,Olfr132
ENSMUSG00000081778,106360456,106384071,X,-1,Gm6325
ENSMUSG00000104484,120685399,120686265,8,1,RP24-414A22.1
ENSMUSG00000097702,120598552,120599277,8,1,Gm26739
ENSMUSG00000040263,121796313,121829569,8,-1,Klhdc4
ENSMUSG00000046491,43474276,43491525,11,1,C1qtnf2
ENSMUSG00000034164,5106265,5152257,11,-1,Emid1
ENSMUSG00000081180,48302876,48303223,X,-1,Gm7212
ENSMUSG00000062040,29893333,29906572,7,-1,Zfp27
ENSMUSG00000031618,76899442,77245012,8,1,Nr3c2
ENSMUSG00000025243,123593820,123632565,9,-1,Slc6a20b
ENSMUSG00000029759,5220852,5256286,6,-1,Pon3
ENSMUSG00000019836,51253025,51254027,4,-1,Amd-ps4
ENSMUSG00000094561,114746273,114746706,12,-1,Ighv1-22
ENSMUSG00000031220,100402221,100442717,X,-1,Awat2
ENSMUSG00000100532,82675727,82678966,Y,1,Gm28225
ENSMUSG00000022582,75155240,75159126,15,1,Ly6g
ENSMUSG00000079539,25737009,25740097,2,1,Obp2b
ENSMUSG00000083997,10813543,10814728,4,1,Gm12920
ENSMUSG00000098192,48408618,48409618,14,1,Gm3534
ENSMUSG00000101099,33163600,33165961,Y,1,Gm29191
ENSMUSG00000085008,27144898,27162703,2,-1,Dbhos
ENSMUSG00000101428,75091899,75092594,Y,-1,Gm29272
ENSMUSG00000082871,10959127,10959964,2,-1,Gm13263
ENSMUSG00000049013,85993810,86002491,3,-1,Prss48
ENSMUSG00000082673,15636169,15636492,4,1,Gm11857
ENSMUSG00000066315,10848420,10849055,4,1,Gm12918
ENSMUSG00000101540,6395716,6398258,13,1,Gm28465
ENSMUSG00000098050,40853828,40855027,8,-1,Gm5345
ENSMUSG00000098190,8917798,8929171,15,-1,Gm5210
ENSMUSG00000061518,36691484,36693681,1,1,Cox5b
ENSMUSG00000020349,52098681,52127778,11,1,Ppp2ca
ENSMUSG00000005204,69673115,69682084,11,-1,Senp3
ENSMUSG00000034235,20548912,20618354,14,-1,Usp54
ENSMUSG00000085654,57300096,57307305,4,1,Gm12536
ENSMUSG00000044442,87354185,87368742,16,1,N6amt1
ENSMUSG00000047143,109978053,109983687,4,1,Dmrta2
ENSMUSG00000099513,50696018,50696713,Y,-1,Gm29119
ENSMUSG00000094385,21162185,21163108,7,1,Vmn1r123
ENSMUSG00000083307,12936872,12938128,X,1,AA414768
ENSMUSG00000021750,8296274,8318023,14,-1,Fam107a
ENSMUSG00000099844,49523725,49524660,11,1,Olfr1383
ENSMUSG00000054986,4064841,4077736,11,1,Sec14l3
ENSMUSG00000039686,30097283,30124585,2,-1,Zer1
ENSMUSG00000084181,15740930,15741767,4,-1,Gm11858
ENSMUSG00000087030,63055603,63057467,10,-1,Gm16143
ENSMUSG00000102734,11013808,11013918,2,-1,RP23-147F6.6
ENSMUSG00000020072,63024315,63077962,10,1,Pbld1
ENSMUSG00000019795,7629373,7681136,10,-1,Pcmt1
ENSMUSG00000059975,29930815,29954089,7,-1,Zfp74
ENSMUSG00000102633,21234722,21236821,1,1,RP23-278E1.4
ENSMUSG00000090764,4165030,4173503,14,1,Gm3127
ENSMUSG00000100812,125897914,125908144,8,1,A730098A19Rik
ENSMUSG00000101419,103409169,103409545,9,1,Gm29600
ENSMUSG00000051582,100429013,100429885,X,1,Otud6a
ENSMUSG00000044921,102512222,102546560,10,1,Rassf9
ENSMUSG00000099689,29908223,29916813,7,1,ZNF383
ENSMUSG00000085600,147180244,147208285,6,1,E330012B07Rik
ENSMUSG00000024679,11586604,11604849,19,-1,Ms4a6d
ENSMUSG00000101552,50733012,50733326,Y,-1,Gm29118
ENSMUSG00000101436,21184317,21190423,7,-1,Gm5157
ENSMUSG00000029312,103861973,103911259,5,-1,Klhl8
ENSMUSG00000022773,17069696,17087045,16,1,Ypel1
ENSMUSG00000068426,57404366,57405483,6,1,Vmn1r19
ENSMUSG00000089704,124231391,124345724,8,1,Galnt2
ENSMUSG00000085257,11036873,11060129,2,1,Gm13264
ENSMUSG00000081026,15819074,15821370,4,-1,Gm11855
ENSMUSG00000060791,28437447,28448233,7,1,Gmfg
ENSMUSG00000026843,31572651,31617526,2,1,Fubp3
ENSMUSG00000055024,81585351,81652072,15,1,Ep300
ENSMUSG00000093679,57431644,57432695,6,1,Vmn1r20
ENSMUSG00000085615,122103430,122106974,14,-1,A330035P11Rik
ENSMUSG00000085932,47922378,47923429,17,1,Gm15556
ENSMUSG00000093398,57447356,57448208,6,-1,Vmn1r-ps11
ENSMUSG00000024299,33524204,33553782,17,1,Adamts10
ENSMUSG00000099524,86434199,86434894,Y,-1,Gm20860
ENSMUSG00000038807,74383356,74590186,11,-1,Rap1gap2
ENSMUSG00000023991,47867133,47924645,17,-1,Foxp4
ENSMUSG00000028782,129984870,130022633,4,1,Bai2
ENSMUSG00000030067,98925338,99522721,6,-1,Foxp1
ENSMUSG00000035062,95639193,95658509,X,-1,Zc4h2
ENSMUSG00000100500,34468990,34470529,Y,-1,Gm29080
ENSMUSG00000070305,45055186,45077436,9,1,Mpzl3
ENSMUSG00000031950,111940703,111953612,8,1,Gabarapl2
ENSMUSG00000034968,83086367,83088243,6,1,Lbx2
ENSMUSG00000008822,85272398,85288438,12,-1,Acyp1
ENSMUSG00000020641,26442753,26456452,12,-1,Rsad2
ENSMUSG00000041112,20090596,20606528,13,1,Elmo1
ENSMUSG00000070953,34777556,34799912,2,-1,Rabepk
ENSMUSG00000086607,57373455,57552397,18,-1,4930511M06Rik
ENSMUSG00000092301,42464888,42465369,7,-1,Gm6887
ENSMUSG00000041697,115345642,115348981,5,-1,Cox6a1
ENSMUSG00000093535,57476697,57497671,6,1,4930533I22Rik
ENSMUSG00000082495,58688184,58689099,11,-1,Gm12570
ENSMUSG00000044501,22361453,22377281,17,1,Zfp758
ENSMUSG00000033706,85431989,85446435,6,1,Smyd5
ENSMUSG00000035569,122883337,122974793,8,-1,Ankrd11
ENSMUSG00000080050,9046087,9047173,X,-1,Gm14864
ENSMUSG00000007041,35049966,35058749,17,1,Clic1
ENSMUSG00000099902,33172919,33173365,11,1,Gm12115
ENSMUSG00000087410,67112461,67120080,11,-1,2310065F04Rik
ENSMUSG00000086021,147242527,147243801,6,-1,Gm15767
ENSMUSG00000028995,23915276,24030690,5,-1,Fam126a
ENSMUSG00000046402,98422961,98446575,9,1,Rbp1
ENSMUSG00000063808,35276536,35318440,7,-1,Gpatch1
ENSMUSG00000103628,93100466,93100597,3,-1,RP23-279D12.4
ENSMUSG00000024254,84676302,84700333,17,1,Abcg8
ENSMUSG00000031749,110919922,110972480,8,1,St3gal2
ENSMUSG00000064037,31494741,31512903,5,1,Gpn1
ENSMUSG00000022510,25683763,25892102,16,1,Trp63
ENSMUSG00000081050,51892893,51894131,4,1,Gm12461
ENSMUSG00000073144,39118408,39148312,6,1,4930599N23Rik
ENSMUSG00000100677,34486834,34487526,Y,1,Gm21184
ENSMUSG00000085800,57504422,57533752,18,-1,1700066O22Rik
ENSMUSG00000048776,147252101,147264167,6,-1,Pthlh
ENSMUSG00000046324,29608214,29648415,19,-1,Ermp1
ENSMUSG00000080952,9049287,9050112,X,-1,Gm5379
ENSMUSG00000097987,121581765,121582191,8,1,Gm17786
ENSMUSG00000091019,7932782,7933514,18,1,Gm7502
ENSMUSG00000068638,20515327,20518164,10,-1,4930403O15Rik
ENSMUSG00000064044,58701703,58702623,11,1,Olfr319
ENSMUSG00000031976,124021508,124048505,8,1,Urb2
ENSMUSG00000031158,7899357,7908351,X,1,Timm17b
ENSMUSG00000083084,64842692,64844041,X,-1,Gm14667
ENSMUSG00000081023,147271837,147272649,6,1,Gm15766
ENSMUSG00000091730,20625635,20629576,10,1,Gm17230
ENSMUSG00000058925,57533780,57731065,18,1,1700011I03Rik
ENSMUSG00000085515,51968094,52051110,4,-1,C630028M04Rik
ENSMUSG00000074235,76605226,76900621,8,-1,Gm10649
ENSMUSG00000087321,76862256,76863048,8,-1,Gm5353
ENSMUSG00000101364,55109869,55110564,Y,-1,Gm29300
ENSMUSG00000092051,20518011,20519768,10,-1,Gm17229
ENSMUSG00000085989,30373539,30422500,X,1,Gm7437
ENSMUSG00000103290,114764450,114764883,12,-1,Ighv1-23
ENSMUSG00000068082,68031835,68166398,5,1,Grxcr1
ENSMUSG00000002635,34184499,34196661,7,-1,Pdcd2l
ENSMUSG00000100267,53362149,53362471,1,-1,Gm28779
ENSMUSG00000094241,114772928,114773361,12,-1,Ighv1-24
ENSMUSG00000101865,88856756,88857086,9,1,Gm9775
ENSMUSG00000097177,88840236,88858870,9,-1,9330159M07Rik
ENSMUSG00000018909,99535466,99606771,7,1,Arrb1
ENSMUSG00000024283,7868832,7973547,18,1,Wac
ENSMUSG00000024335,34112023,34122634,17,-1,Brd2
ENSMUSG00000102750,84132867,84134510,1,-1,RP23-81L22.3
ENSMUSG00000045658,84036296,84364180,1,-1,Pid1
ENSMUSG00000054850,56374610,56377799,X,1,6330419J24Rik
ENSMUSG00000092351,12201702,12202356,7,1,Vmn1r-ps64
ENSMUSG00000092476,12214595,12215545,7,1,Vmn1r-ps65
ENSMUSG00000041566,17894223,17897922,16,1,Tssk1
ENSMUSG00000020089,61648552,61674168,10,1,Ppa1
ENSMUSG00000096709,19511367,19512558,14,1,Gm7352
ENSMUSG00000094078,12259759,12260679,7,-1,Vmn1r81
ENSMUSG00000034842,92331827,92414628,5,1,Art3
ENSMUSG00000014773,15367354,15376872,17,-1,Dll1
ENSMUSG00000100854,86462812,86463426,Y,-1,Gm28057
ENSMUSG00000021756,112464070,112510086,13,1,Il6st
ENSMUSG00000005547,26835305,26843548,7,1,Cyp2a5
ENSMUSG00000022552,76347040,76351111,15,-1,Sharpin
ENSMUSG00000026154,23995939,24005656,1,-1,1110058L19Rik
ENSMUSG00000099349,11964276,11970083,15,1,1700047G03Rik
ENSMUSG00000094379,22501337,22502245,13,-1,Vmn1r202
ENSMUSG00000092056,84658932,84659844,18,-1,Gm7289
ENSMUSG00000103936,5617837,5618230,1,-1,RP23-238E7.2
ENSMUSG00000044903,18718090,18727248,7,1,Psg22
ENSMUSG00000064036,73859385,73881333,18,1,Mro
ENSMUSG00000067750,21349641,21352200,1,1,Khdc1a
ENSMUSG00000102495,24005505,24005894,1,1,RP24-287C19.1
ENSMUSG00000095900,13494026,13496466,Y,1,Gm20773
ENSMUSG00000085516,24160528,24172824,11,-1,4930538E20Rik
ENSMUSG00000086967,31486629,31495179,5,-1,4930566F21Rik
ENSMUSG00000103519,5842874,5844672,1,-1,RP23-354J2.1
ENSMUSG00000091842,35770318,35770668,18,1,Gm16490
ENSMUSG00000101055,6870145,6870842,Y,-1,Gm28443
ENSMUSG00000033774,5913707,5917398,1,-1,Npbwr1
ENSMUSG00000029138,31485859,31488476,5,1,4930548H24Rik
ENSMUSG00000082819,52710913,52711425,14,1,Trav4d-2
ENSMUSG00000081872,52843109,52843701,6,-1,Gm15572
ENSMUSG00000080759,53045884,53046423,6,1,Gm15573
ENSMUSG00000099705,58720126,58721046,11,-1,Olfr318
ENSMUSG00000063568,52768797,53068631,6,-1,Jazf1
ENSMUSG00000019478,123805985,123835287,8,1,Rab4a
ENSMUSG00000026936,25765569,25768099,2,1,Lcn3
ENSMUSG00000020216,80808496,80813498,10,-1,Jsrp1
ENSMUSG00000032661,120753098,120777661,5,-1,Oas3
ENSMUSG00000103040,92477324,92480209,15,1,RP24-573J18.1
ENSMUSG00000085572,14664220,14668318,10,1,Gm16234
ENSMUSG00000098220,95954594,95957171,13,-1,Gm27031
ENSMUSG00000081514,64944129,64945031,X,1,Gm14673
ENSMUSG00000029833,37870811,37966296,6,1,Trim24
ENSMUSG00000019868,14654755,14705560,10,-1,Vta1
ENSMUSG00000035580,52602709,52979194,17,1,Kcnh8
ENSMUSG00000022843,20702964,20717746,16,-1,Clcn2
ENSMUSG00000018507,62574486,62600515,11,1,Trpv2
ENSMUSG00000083998,144791837,144792660,4,1,Prdx2-rs3
ENSMUSG00000100286,80536406,80539754,Y,-1,Gm28696
ENSMUSG00000101833,80681811,80682503,Y,-1,Gm20791
ENSMUSG00000024177,26091734,26095508,17,-1,Nme4
ENSMUSG00000033902,119972699,120027408,2,1,Mapkbp1
ENSMUSG00000060030,58732180,58733163,11,-1,Olfr317
ENSMUSG00000101272,39451243,39451740,Y,1,Gm29493
ENSMUSG00000101934,84168188,84168733,1,1,Gm18304
ENSMUSG00000084212,54404140,54404437,11,1,Gm12225
ENSMUSG00000078151,54401092,54401967,11,1,Gm12226
ENSMUSG00000052794,72443880,72461001,8,1,1700030K09Rik
ENSMUSG00000020332,54370652,54426790,11,1,4930404A10Rik
ENSMUSG00000019832,10545011,10558233,10,-1,Rab32
ENSMUSG00000101393,68667605,68670844,Y,-1,Gm29447
ENSMUSG00000096071,22189377,22190300,7,1,Vmn1r143
ENSMUSG00000083913,159456170,159456457,2,-1,Gm14219
ENSMUSG00000083451,159777676,159778207,2,-1,Gm11445
ENSMUSG00000092367,27352649,27357419,7,-1,Gm20479
ENSMUSG00000081215,159858425,159859290,2,-1,Gm11446
ENSMUSG00000097938,54034506,54035982,15,-1,Gm26933
ENSMUSG00000072249,9063015,9063861,X,1,Gm5635
ENSMUSG00000047992,84720019,84740436,18,1,Fam69c
ENSMUSG00000079049,32881833,32898161,13,-1,Serpinb1c
ENSMUSG00000090417,18243570,18277508,17,-1,Vmn2r94
ENSMUSG00000103847,32408536,32409054,16,1,RP23-123L9.5
ENSMUSG00000085656,3855030,3877575,2,1,Gm13180
ENSMUSG00000066026,144892827,144928209,4,1,Dhrs3
ENSMUSG00000102350,24564331,24567568,Y,-1,RP24-308E13.2
ENSMUSG00000082332,6132208,6133956,2,-1,Gm13384
ENSMUSG00000100320,35830389,35831093,18,-1,Gm29417
ENSMUSG00000022503,10411948,10424428,16,1,Nubp1
ENSMUSG00000056598,60353329,60394341,11,1,Lrrc48
ENSMUSG00000102887,6132869,6140568,2,1,RP23-413M3.5
ENSMUSG00000083329,159978274,159978722,2,1,Gm14220
ENSMUSG00000069049,1010543,1028847,Y,1,Eif2s3y
ENSMUSG00000093537,17817379,17818318,10,1,Gm7584
ENSMUSG00000071796,20262613,20297432,8,-1,6820431F20Rik
ENSMUSG00000093672,17790522,17799921,10,-1,Gm20655
ENSMUSG00000005045,152338651,152390194,4,1,Chd5
ENSMUSG00000086445,3925808,3929139,2,-1,Gm13191
ENSMUSG00000096686,6916300,6918282,Y,-1,Gm20830
ENSMUSG00000086352,115358700,115360123,5,-1,4930401G09Rik
ENSMUSG00000100171,34561734,34562426,Y,1,Gm21201
ENSMUSG00000071793,20385782,20424814,8,-1,2610005L07Rik
ENSMUSG00000039891,17796226,17845665,10,1,Txlnb
ENSMUSG00000049482,122476143,122484138,8,1,Ctu2
ENSMUSG00000085198,159947341,159981288,2,1,4933416E03Rik
ENSMUSG00000086558,159911773,159947376,2,-1,Gm14223
ENSMUSG00000059456,66153257,66281052,14,-1,Ptk2b
ENSMUSG00000022366,57243767,57477625,15,-1,Slc22a22
ENSMUSG00000099505,6952407,6952905,Y,1,Gm28442
ENSMUSG00000102274,26380445,26382411,3,1,RP23-196E24.2
ENSMUSG00000090142,20444258,20444810,1,-1,Gm15795
ENSMUSG00000104095,20062070,20065548,1,-1,RP23-245C4.1
ENSMUSG00000074449,20337664,20363210,8,-1,Gm15319
ENSMUSG00000092036,19532896,19549958,14,-1,Gm2244
ENSMUSG00000089914,20356452,20392300,1,1,4930486I03Rik
ENSMUSG00000072660,147442802,147476046,6,-1,Gm6288
ENSMUSG00000087292,115359078,115422863,5,1,Gm13832
ENSMUSG00000063240,38145393,38149590,17,1,Olfr133
ENSMUSG00000024672,11321039,11336146,19,-1,Ms4a7
ENSMUSG00000030301,147475871,147632612,6,1,Ccdc91
ENSMUSG00000101269,121102971,121103283,3,1,Gm28544
ENSMUSG00000069814,74619605,74641516,11,1,E130309D14Rik
ENSMUSG00000043760,20057779,20618064,1,-1,Pkhd1
ENSMUSG00000081620,56447888,56448357,X,-1,Gm14633
ENSMUSG00000036949,14388316,14494977,2,1,Slc39a12
ENSMUSG00000022738,17913107,17915059,16,-1,Gsc2
ENSMUSG00000066113,86053915,86428385,4,1,Adamtsl1
ENSMUSG00000032047,53580522,53610382,9,-1,Acat1
ENSMUSG00000098065,10605945,10616313,10,1,Gm5177
ENSMUSG00000054360,40874127,40877972,9,1,Bsx
ENSMUSG00000093979,19563801,19585135,14,-1,Gm2237
ENSMUSG00000093525,46205380,46205858,19,-1,Gm8974
ENSMUSG00000086816,46264539,46267669,19,-1,Gm16726
ENSMUSG00000025938,12866549,12992650,1,-1,Slco5a1
ENSMUSG00000067399,88839164,88848190,9,1,Trim43c
ENSMUSG00000101775,30642087,30645319,Y,-1,Gm28088
